t,left,right
9.752838611602783,176.0,-6.0
9.800821542739868,179.0,-11.0
9.85291600227356,154.0,3.0
9.900851011276245,164.0,-1.0
9.95189905166626,141.0,19.0
10.00118374824524,137.0,23.0
10.050904989242554,114.0,32.0
10.100996494293213,97.0,40.0
10.151490211486816,113.0,27.0
10.200882196426392,106.0,28.0
10.251474618911743,119.0,13.0
10.300962209701538,129.0,8.0
10.351351976394653,146.0,-12.0
10.400965452194214,144.0,-16.0
10.451313734054565,146.0,-14.0
10.501413583755493,147.0,-15.0
10.55154824256897,135.0,2.0
10.600858449935913,147.0,1.0
10.654305219650269,127.0,18.0
10.70090651512146,125.0,22.0
10.753429174423218,119.0,27.0
10.801032781600952,111.0,35.0
10.851392269134521,100.0,45.0
10.901193380355835,108.0,47.0
10.951554536819458,117.0,32.0
11.000930309295654,112.0,36.0
11.051705360412598,146.0,12.0
11.101117849349976,153.0,2.0
11.150994300842285,161.0,-3.0
11.20096755027771,161.0,-9.0
11.25157880783081,159.0,-1.0
11.301363706588745,161.0,-2.0
11.351457595825195,135.0,20.0
11.4008469581604,131.0,22.0
11.450851917266846,117.0,24.0
11.504067182540894,109.0,25.0
11.557901859283447,103.0,15.0
11.600818395614624,93.0,14.0
11.656807899475098,119.0,-2.0
11.701058626174927,116.0,-1.0
11.750951290130615,118.0,-12.0
11.801011085510254,114.0,-15.0
11.85257339477539,109.0,-10.0
11.901001453399658,105.0,-11.0
11.953265905380249,81.0,10.0
12.001443862915039,50.0,20.0
12.050904512405396,-11.0,75.0
12.100939989089966,-59.0,125.0
12.151103734970093,-56.0,132.0
12.201133489608765,-61.0,145.0
12.250941038131714,-38.0,133.0
12.301143407821655,-35.0,137.0
12.352144241333008,-14.0,114.0
12.401726722717285,-9.0,108.0
12.457052230834961,36.0,54.0
12.509113311767578,84.0,3.0
12.55164623260498,110.0,-21.0
12.601342916488647,134.0,-35.0
12.651258707046509,127.0,-27.0
12.701006650924683,135.0,-33.0
12.751423835754395,115.0,-13.0
12.801004409790039,116.0,-12.0
12.8508141040802,109.0,-6.0
12.901110887527466,103.0,1.0
12.951693773269653,100.0,6.0
13.001128435134888,84.0,16.0
13.051265239715576,93.0,19.0
13.100814819335938,94.0,13.0
13.154776334762573,86.0,16.0
13.200957298278809,82.0,12.0
13.251724243164062,64.0,23.0
13.301162958145142,63.0,26.0
13.351022243499756,43.0,46.0
13.400695562362671,52.0,34.0
13.45112133026123,47.0,35.0
13.501819849014282,50.0,34.0
13.551278591156006,47.0,37.0
13.601048707962036,44.0,37.0
13.65127682685852,36.0,43.0
13.701173782348633,38.0,40.0
13.750961065292358,38.0,37.0
13.800701379776001,40.0,37.0
13.852113246917725,0.0,78.0
13.900931596755981,-18.0,96.0
13.951392889022827,-23.0,102.0
14.000982284545898,-24.0,107.0
14.051218271255493,-25.0,108.0
14.102620601654053,-19.0,99.0
14.15251088142395,-20.0,97.0
14.201846361160278,-6.0,93.0
14.255640029907227,7.0,84.0
14.301233768463135,22.0,68.0
14.351177453994751,39.0,53.0
14.401824712753296,55.0,42.0
14.45252513885498,70.0,32.0
14.50135612487793,80.0,27.0
14.551263809204102,92.0,20.0
14.600892305374146,88.0,20.0
14.656007051467896,90.0,19.0
14.700985193252563,89.0,24.0
14.75539493560791,90.0,26.0
14.802245855331421,79.0,25.0
14.853134155273438,73.0,26.0
14.90139365196228,70.0,28.0
14.952025413513184,61.0,34.0
15.00078535079956,56.0,37.0
15.05187726020813,51.0,41.0
15.10147762298584,43.0,45.0
15.154651165008545,35.0,50.0
15.201450824737549,34.0,50.0
15.250909328460693,29.0,54.0
15.30146312713623,30.0,51.0
15.353090763092041,34.0,44.0
15.401615142822266,41.0,40.0
15.455638408660889,53.0,33.0
15.50089168548584,62.0,27.0
15.554494380950928,70.0,26.0
15.601229190826416,77.0,26.0
15.655505895614624,83.0,31.0
15.702095031738281,89.0,43.0
15.751368045806885,91.0,57.0
15.800897359848022,92.0,74.0
15.850719928741455,94.0,89.0
15.901345491409302,95.0,95.0
15.951396226882935,97.0,104.0
16.00205945968628,97.0,107.0
16.05152726173401,101.0,110.0
16.104925632476807,99.0,107.0
16.15359854698181,100.0,106.0
16.201668739318848,100.0,103.0
16.25137948989868,99.0,102.0
16.301052808761597,96.0,102.0
16.351882219314575,91.0,106.0
16.4014995098114,89.0,105.0
16.451250791549683,85.0,108.0
16.501620054244995,80.0,108.0
16.551183462142944,74.0,110.0
16.600898504257202,68.0,110.0
16.651113033294678,63.0,110.0
16.701030492782593,59.0,114.0
16.753000736236572,56.0,114.0
16.801420211791992,54.0,111.0
16.85098123550415,51.0,109.0
16.90124773979187,57.0,115.0
16.951401948928833,59.0,117.0
17.001808643341064,58.0,118.0
17.053305864334106,59.0,119.0
17.10153555870056,60.0,118.0
17.15170669555664,61.0,118.0
17.201319456100464,66.0,120.0
17.251126527786255,69.0,122.0
17.301082372665405,69.0,124.0
17.35096836090088,71.0,125.0
17.40113878250122,72.0,121.0
17.45434308052063,73.0,120.0
17.501044511795044,75.0,121.0
17.551095724105835,77.0,121.0
17.60119891166687,75.0,116.0
17.652485609054565,74.0,113.0
17.701271533966064,77.0,113.0
17.751940727233887,78.0,113.0
17.80104637145996,75.0,111.0
17.85525870323181,74.0,110.0
17.901296377182007,70.0,103.0
17.953513383865356,67.0,99.0
18.001142024993896,70.0,103.0
18.051111936569214,71.0,103.0
18.101202964782715,70.0,102.0
18.152979373931885,69.0,101.0
18.200977325439453,72.0,104.0
18.25211811065674,73.0,105.0
18.301502227783203,72.0,106.0
18.35164499282837,73.0,107.0
18.40094518661499,73.0,108.0
18.451722621917725,71.0,109.0
18.50707745552063,71.0,109.0
18.553300857543945,74.0,111.0
18.60091257095337,75.0,109.0
18.651575803756714,76.0,110.0
18.70105242729187,77.0,110.0
18.75152277946472,78.0,109.0
18.801058530807495,75.0,111.0
18.851001024246216,75.0,111.0
18.901495933532715,74.0,111.0
18.952220916748047,78.0,108.0
19.00087308883667,78.0,111.0
19.055599212646484,79.0,112.0
19.100974082946777,78.0,108.0
19.15208339691162,77.0,106.0
19.2012619972229,76.0,105.0
19.25107455253601,74.0,107.0
19.30118489265442,73.0,105.0
19.35150146484375,73.0,104.0
19.40291476249695,69.0,103.0
19.45290446281433,68.0,102.0
19.501530408859253,74.0,101.0
19.551331520080566,75.0,101.0
19.601102828979492,67.0,102.0
19.65230917930603,65.0,101.0
19.70243215560913,63.0,99.0
19.751155853271484,65.0,102.0
19.801211833953857,66.0,103.0
19.85350489616394,67.0,104.0
19.90123176574707,67.0,105.0
19.951552152633667,71.0,104.0
20.001151084899902,72.0,104.0
20.05112886428833,72.0,103.0
20.10171604156494,18.0,21.0
20.151033878326416,0.0,0.0
20.201618432998657,28.0,142.0
20.25304675102234,42.0,194.0
20.3011634349823,27.0,210.0
20.352773904800415,9.0,233.0
20.40132975578308,0.0,255.0
20.45117211341858,19.0,255.0
20.50129246711731,16.0,255.0
20.551666021347046,31.0,255.0
20.601253509521484,32.0,255.0
20.653554677963257,69.0,255.0
20.701242208480835,75.0,255.0
20.75317931175232,82.0,247.0
20.80125594139099,87.0,244.0
20.85111117362976,78.0,242.0
20.90139079093933,78.0,230.0
20.9534912109375,52.0,227.0
21.001266956329346,45.0,213.0
21.051213264465332,34.0,209.0
21.1010103225708,28.0,209.0
21.15253448486328,17.0,208.0
21.2011239528656,12.0,207.0
21.25126624107361,14.0,189.0
21.301654815673828,9.0,173.0
21.3530375957489,21.0,168.0
21.40114188194275,20.0,155.0
21.451663970947266,22.0,146.0
21.501224040985107,22.0,138.0
21.552688121795654,19.0,149.0
21.601346492767334,18.0,138.0
21.651254892349243,4.0,154.0
21.70109748840332,4.0,154.0
21.75117516517639,-7.0,165.0
21.801559925079346,-7.0,171.0
21.852590084075928,-6.0,170.0
21.90152907371521,-8.0,166.0
21.95566439628601,0.0,159.0
22.001832962036133,1.0,159.0
22.051706314086914,17.0,160.0
22.106846570968628,20.0,157.0
22.15286135673523,29.0,155.0
22.201162338256836,34.0,154.0
22.251576900482178,32.0,164.0
22.301515579223633,37.0,171.0
22.351279735565186,28.0,174.0
22.401206016540527,29.0,171.0
22.451007843017578,26.0,179.0
22.5029296875,29.0,178.0
22.552645444869995,27.0,187.0
22.60154676437378,24.0,179.0
22.653666496276855,25.0,173.0
22.70103931427002,26.0,168.0
22.752174615859985,30.0,165.0
22.801835536956787,32.0,172.0
22.85304093360901,28.0,164.0
22.90191340446472,28.0,158.0
22.954954385757446,22.0,155.0
23.001185417175293,20.0,150.0
23.052112579345703,17.0,148.0
23.101369619369507,17.0,144.0
23.15168786048889,20.0,141.0
23.201167345046997,22.0,134.0
23.251168727874756,25.0,131.0
23.306960821151733,32.0,122.0
23.351265907287598,39.0,117.0
23.40118908882141,48.0,101.0
23.45143985748291,49.0,97.0
23.50120449066162,98.0,39.0
23.551613330841064,121.0,11.0
23.60119128227234,144.0,-10.0
23.651212453842163,141.0,-2.0
23.702455282211304,150.0,-7.0
23.751418113708496,135.0,9.0
23.801104068756104,134.0,15.0
23.853477239608765,98.0,62.0
23.901130437850952,63.0,109.0
23.953707218170166,28.0,157.0
24.00153946876526,10.0,188.0
24.052411317825317,22.0,183.0
24.10137915611267,17.0,200.0
24.16334581375122,27.0,188.0
24.201246976852417,21.0,196.0
24.25444793701172,51.0,173.0
24.301313400268555,67.0,162.0
24.35270619392395,76.0,143.0
24.401243686676025,87.0,126.0
24.451087951660156,104.0,102.0
24.508568048477173,121.0,77.0
24.553725719451904,134.0,48.0
24.601097106933594,170.0,7.0
24.655028581619263,150.0,16.0
24.701443433761597,147.0,14.0
24.75248122215271,165.0,8.0
24.801356315612793,170.0,4.0
24.851059675216675,146.0,30.0
24.901652097702026,137.0,35.0
24.95303964614868,101.0,61.0
25.001168251037598,40.0,128.0
25.057599782943726,18.0,160.0
25.101203680038452,-2.0,188.0
25.154208660125732,13.0,180.0
25.201276540756226,3.0,195.0
25.25257420539856,19.0,179.0
25.30135226249695,15.0,187.0
25.354554891586304,45.0,156.0
25.401225090026855,53.0,150.0
25.45161724090576,73.0,132.0
25.502156257629395,106.0,98.0
25.55289363861084,158.0,37.0
25.60132908821106,208.0,-12.0
25.653310537338257,211.0,0.0
25.701754331588745,229.0,-17.0
25.754703998565674,205.0,0.0
25.80122947692871,208.0,-5.0
25.853379726409912,199.0,-3.0
25.901581048965454,163.0,37.0
25.952157020568848,163.0,41.0
26.00126314163208,139.0,59.0
26.054585933685303,130.0,67.0
26.101532697677612,131.0,67.0
26.155535221099854,122.0,74.0
26.20130944252014,133.0,51.0
26.252517223358154,121.0,57.0
26.301475524902344,136.0,35.0
26.35433340072632,132.0,34.0
26.401376724243164,130.0,32.0
26.45287799835205,114.0,32.0
26.501479148864746,81.0,69.0
26.55606746673584,16.0,140.0
26.601197481155396,-12.0,179.0
26.652682065963745,-29.0,199.0
26.701234817504883,-39.0,213.0
26.75567936897278,-52.0,233.0
26.801436185836792,-45.0,240.0
26.85284423828125,-55.0,252.0
26.901260375976562,-14.0,208.0
26.953187704086304,-10.0,203.0
27.001350164413452,12.0,179.0
27.05132222175598,20.0,175.0
27.101203203201294,56.0,142.0
27.158199071884155,81.0,119.0
27.201430797576904,104.0,111.0
27.254404306411743,129.0,84.0
27.301828622817993,146.0,58.0
27.355042695999146,217.0,-23.0
27.40144443511963,211.0,-4.0
27.46234107017517,230.0,-23.0
27.501348972320557,238.0,-37.0
27.551881790161133,249.0,-53.0
27.601536512374878,237.0,-21.0
27.653422594070435,240.0,-17.0
27.701562643051147,202.0,26.0
27.75416326522827,197.0,35.0
27.801445245742798,185.0,51.0
27.858811140060425,167.0,58.0
27.901683807373047,143.0,55.0
27.95253872871399,123.0,61.0
28.002374410629272,137.0,33.0
28.052170515060425,147.0,31.0
28.101709127426147,177.0,6.0
28.1546151638031,123.0,-25.0
28.201743602752686,147.0,-33.0
28.255922555923462,113.0,-47.0
28.30133891105652,82.0,-32.0
28.353983640670776,88.0,-37.0
28.40138006210327,43.0,-20.0
28.453895807266235,13.0,-7.0
28.503044605255127,-9.0,1.0
28.553056240081787,-91.0,96.0
28.602614879608154,-87.0,112.0
28.651192665100098,-91.0,134.0
28.701329231262207,-75.0,161.0
28.752009391784668,-67.0,194.0
28.8012797832489,-34.0,185.0
28.853885650634766,-14.0,190.0
28.90284752845764,7.0,180.0
28.954545497894287,19.0,174.0
29.001367807388306,41.0,143.0
29.051668882369995,48.0,130.0
29.101625204086304,40.0,134.0
29.15491008758545,29.0,139.0
29.201694011688232,19.0,149.0
29.25130844116211,18.0,151.0
29.302003622055054,-14.0,184.0
29.352338552474976,-20.0,185.0
29.401516914367676,-18.0,190.0
29.452099084854126,-22.0,195.0
29.50149154663086,-2.0,185.0
29.553850650787354,1.0,188.0
29.601412057876587,5.0,200.0
29.652395248413086,30.0,179.0
29.703095197677612,45.0,162.0
29.75781273841858,56.0,155.0
29.801504611968994,74.0,145.0
29.85450291633606,97.0,128.0
29.90138077735901,103.0,120.0
29.95464253425598,140.0,72.0
30.001328706741333,164.0,35.0
30.05281352996826,164.0,30.0
30.105391263961792,130.0,56.0
30.15212631225586,131.0,52.0
30.2015278339386,70.0,138.0
30.25301194190979,45.0,167.0
30.301288604736328,26.0,188.0
30.353632926940918,12.0,201.0
30.40131115913391,18.0,187.0
30.451361417770386,4.0,205.0
30.501543045043945,10.0,195.0
30.551687955856323,0.0,200.0
30.601283311843872,17.0,184.0
30.65120506286621,12.0,183.0
30.701438665390015,28.0,171.0
30.758163452148438,34.0,167.0
30.80163860321045,35.0,170.0
30.853424310684204,33.0,178.0
30.90149712562561,23.0,181.0
30.952741146087646,21.0,175.0
31.00149965286255,11.0,189.0
31.051623344421387,12.0,199.0
31.101659297943115,10.0,188.0
31.153441667556763,8.0,198.0
31.201366662979126,13.0,188.0
31.25246572494507,12.0,189.0
31.30485486984253,10.0,187.0
31.351755619049072,31.0,175.0
31.40234613418579,37.0,163.0
31.45402240753174,43.0,166.0
31.501811742782593,48.0,162.0
31.556169748306274,47.0,162.0
31.601551294326782,51.0,163.0
31.652669191360474,30.0,186.0
31.70138192176819,30.0,190.0
31.751527786254883,14.0,203.0
31.801321744918823,7.0,203.0
31.853288173675537,1.0,205.0
31.902164220809937,13.0,196.0
31.95187735557556,12.0,199.0
32.001686096191406,10.0,203.0
32.05353355407715,32.0,181.0
32.1012818813324,43.0,186.0
32.15416407585144,50.0,188.0
32.20139932632446,55.0,182.0
32.2530677318573,57.0,186.0
32.30177116394043,62.0,189.0
32.35568022727966,37.0,211.0
32.40143322944641,34.0,210.0
32.4512403011322,17.0,223.0
32.50257658958435,11.0,223.0
32.55377197265625,5.0,219.0
32.601216077804565,-1.0,215.0
32.654157638549805,12.0,188.0
32.701441287994385,8.0,173.0
32.75388312339783,24.0,138.0
32.801480531692505,22.0,119.0
32.85314321517944,34.0,100.0
32.902820110321045,37.0,86.0
32.952677726745605,38.0,89.0
33.001341104507446,44.0,77.0
33.05400037765503,10.0,102.0
33.101574420928955,8.0,93.0
33.15264630317688,-13.0,110.0
33.201213359832764,-17.0,107.0
33.25224423408508,-22.0,99.0
33.30168962478638,-27.0,94.0
33.356788873672485,-15.0,86.0
33.4015839099884,-15.0,84.0
33.45155906677246,-9.0,78.0
33.50180006027222,-5.0,71.0
33.55320501327515,-14.0,85.0
33.60145401954651,-14.0,84.0
33.65305995941162,-18.0,93.0
33.70294809341431,-17.0,93.0
33.754971981048584,-18.0,95.0
33.8013436794281,-18.0,96.0
33.8572838306427,-16.0,100.0
33.901468992233276,-16.0,107.0
33.95789289474487,-15.0,112.0
34.00145506858826,-14.0,118.0
34.05244517326355,-17.0,124.0
34.10255694389343,-16.0,131.0
34.1521213054657,-15.0,139.0
34.20191502571106,-15.0,146.0
34.252031564712524,-12.0,153.0
34.301483392715454,-10.0,160.0
34.35262656211853,0.0,152.0
34.4014093875885,2.0,155.0
34.452807664871216,14.0,138.0
34.50376629829407,18.0,135.0
34.55402159690857,37.0,104.0
34.60126709938049,45.0,86.0
34.655306816101074,97.0,20.0
34.70127868652344,161.0,-46.0
34.75159764289856,154.0,-44.0
34.80142426490784,154.0,-56.0
34.85542607307434,139.0,-43.0
34.901740312576294,81.0,-55.0
34.953654289245605,0.0,0.0
