# Navigation Metrics Summary
nav_result,SUCCEEDED
1.2960,0.9883
1.2955,0.9737
1.2952,0.9610
1.2952,0.9610
1.2913,0.9458
1.2894,0.9389
1.2894,0.9389
1.2898,0.9296
1.2928,0.9196
1.2962,0.9087
1.3133,0.8918
1.3133,0.8918
1.3246,0.8850
1.3349,0.8769
1.3533,0.8586
1.3650,0.8495
1.3650,0.8495
1.3863,0.8361
1.3863,0.8361
1.3990,0.8310
1.4290,0.8250
1.4442,0.8218
1.4591,0.8170
1.4734,0.8137
1.4734,0.8137
1.5018,0.8084
1.5154,0.8071
1.5276,0.8064
1.5384,0.8050
1.5384,0.8050
1.5481,0.8043
1.5693,0.8030
1.5792,0.8018
1.5895,0.8016
1.5895,0.8016
1.6134,0.8008
1.6134,0.8008
1.6345,0.8030
1.6439,0.8042
1.6517,0.8063
1.6503,0.8089
1.6504,0.8119
1.6504,0.8119
1.6542,0.8141
1.6621,0.8145
1.6665,0.8143
1.6670,0.8122
1.6710,0.8107
1.6710,0.8107
1.6746,0.8095
1.6769,0.8101
1.6816,0.8113
1.6840,0.8116
1.6800,0.8005
1.6794,0.7955
1.6794,0.7955
1.6860,0.7972
1.6882,0.7978
1.6882,0.7978
1.6919,0.7989
1.6938,0.7994
1.6958,0.8000
1.6976,0.8005
1.6993,0.8010
1.6969,0.7995
1.6969,0.7995
1.6946,0.7980
1.6921,0.7964
1.6944,0.7970
1.6955,0.7973
1.6965,0.7976
1.6984,0.7981
1.6996,0.7985
1.6996,0.7985
1.7015,0.7990
1.7029,0.7994
1.7042,0.7998
1.7067,0.8004
1.7083,0.8009
1.7097,0.8013
1.7097,0.8013
1.7139,0.8025
1.7155,0.8029
1.7155,0.8029
1.7188,0.8039
1.7188,0.8039
1.7229,0.8050

# Nav2 global plan waypoints (from /plan)
plan_x_m,plan_y_m
2.4700,2.6500
2.3825,2.5386
2.2780,2.4413
2.1744,2.3432
2.0795,2.2375
1.9879,2.1291
1.9004,2.0178
1.8176,1.9038
1.7403,1.7878
1.6697,1.6705
1.5831,1.5494
1.4931,1.4306
1.4031,1.3118
1.3139,1.1924
1.2681,1.0522
1.2946,0.9070
1.3871,0.7921
1.5232,0.7352
1.6700,0.7500
