# Navigation Metrics Summary
nav_result,SUCCEEDED
1.8931,1.6029
1.8924,1.5969
1.8924,1.5969
1.8927,1.5853
1.8883,1.5790
1.8840,1.5734
1.8795,1.5675
1.8750,1.5615
1.8715,1.5568
1.8672,1.5511
1.8672,1.5511
1.8576,1.5383
1.8536,1.5329
1.8536,1.5329
1.8461,1.5230
1.8461,1.5230
1.8389,1.5137
1.8351,1.5088
1.8320,1.5045
1.8285,1.4996
1.8259,1.4962
1.8225,1.4915
1.8187,1.4864
1.8160,1.4827
1.8125,1.4781
1.8125,1.4781
1.8043,1.4673
1.8005,1.4623
1.7967,1.4573
1.7940,1.4537
1.7904,1.4490
1.7869,1.4464
1.7827,1.4437
1.7791,1.4419
1.7754,1.4381
1.7719,1.4337
1.7683,1.4292
1.7683,1.4292
1.7646,1.4245
1.7587,1.4172
1.7587,1.4172
1.7530,1.4102
1.7500,1.4064
1.7461,1.4017
1.7429,1.3978
1.7386,1.3926
1.7386,1.3926
1.7314,1.3839
1.7270,1.3786
1.7270,1.3786
1.7085,1.3665
1.6978,1.3603
1.6887,1.3532
1.6817,1.3452
1.6817,1.3452
1.6660,1.3274
1.6660,1.3274
1.6584,1.3184
1.6420,1.2993
1.6322,1.2877
1.6236,1.2775
1.6236,1.2775
1.6091,1.2599
1.6012,1.2503
1.6012,1.2503
1.5935,1.2409
1.5777,1.2207
1.5777,1.2207
1.5676,1.2070
1.5635,1.2010
1.5586,1.1937
1.5586,1.1937
1.5471,1.1748
1.5406,1.1641
1.5406,1.1641
1.5295,1.1444
1.5295,1.1444
1.5227,1.1323
1.5109,1.1091
1.5109,1.1091
1.5055,1.0962
1.4957,1.0695
1.4911,1.0557
1.4874,1.0422
1.4838,1.0286
1.4812,1.0146
1.4812,1.0146
1.4827,0.9838
1.4837,0.9684
1.4829,0.9552
1.4822,0.9423
1.4822,0.9423
1.4796,0.9234
1.4775,0.9152
1.4761,0.9066
1.4761,0.9066
1.4800,0.8858
1.4800,0.8858
1.4866,0.8626
1.4910,0.8517
1.4959,0.8398
1.5003,0.8293
1.5053,0.8176
1.5112,0.8068
1.5213,0.7962
1.5213,0.7962
1.5432,0.7763
1.5491,0.7645
1.5535,0.7557
1.5603,0.7445
1.5603,0.7445
1.5740,0.7381
1.6033,0.7277
1.6123,0.7214
1.6205,0.7154
1.6293,0.7094
1.6381,0.6983
1.6447,0.6895
1.6532,0.6791
1.6625,0.6747
1.6744,0.6690
1.6847,0.6651
1.6958,0.6616
1.7094,0.6567
1.7234,0.6522
1.7342,0.6493
1.7455,0.6463
1.7568,0.6440
1.7568,0.6440
1.7838,0.6305
1.7973,0.6238
1.8114,0.6227
1.8208,0.6239
1.8208,0.6239
1.8339,0.6246
1.8535,0.6253
1.8645,0.6259
1.8645,0.6259
1.8964,0.6236
1.9121,0.6228
1.9243,0.6244
1.9359,0.6271
1.9359,0.6271
1.9476,0.6302
1.9656,0.6355
1.9656,0.6355
1.9818,0.6421
1.9818,0.6421
1.9972,0.6522
2.0024,0.6556
2.0115,0.6609
2.0162,0.6644
2.0220,0.6695
2.0242,0.6734
2.0269,0.6774
2.0278,0.6803
2.0261,0.6810
2.0261,0.6810
2.0253,0.6827
2.0258,0.6845
2.0297,0.6891
2.0297,0.6891
2.0356,0.6940
2.0386,0.6964
2.0398,0.6979

# Nav2 global plan waypoints (from /plan)
plan_x_m,plan_y_m
2.9700,2.5500
2.8729,2.4476
2.7569,2.3649
2.6417,2.2811
2.5351,2.1885
2.4313,2.0930
2.3310,1.9941
2.2350,1.8917
2.1436,1.7860
2.0574,1.6778
1.9775,1.5680
1.8848,1.4544
1.7903,1.3422
1.6957,1.2299
1.6012,1.1176
1.5251,0.9935
1.5146,0.8486
1.5734,0.7157
1.6878,0.6261
1.8308,0.6007
1.9690,0.6455
2.0700,0.7500
